Month,BL,Lab Location,Customer Name,Score,Reason
Feb-17,Agri,Indore,MAHAKALI FOODS PVT LTD,8,Satisfied with services still wants to give 8
Feb-17,Food,Delhi,Vibgyor,8,services are ok and scope of improvement is always there
Feb-17,Food,Delhi,RISHI FIBC SOLUTIONS PVT. LTD,8,associated with certifications for a long time as are happy with auditing and certifications processes
Feb-17,Food,Delhi,Gujarat Ambuja Exports ltd,8,services are good
Feb-17,Food,Delhi,BASF,8,flexibility in understanding the client's need.
Feb-17,Food,Delhi,Danisco India Private Limited,8,Interactions with intertek is good + operations are good however invoicing is delayed
Feb-17,Food,Delhi,Shakho Flexi Pack,8,all services are good
Feb-17,Food,Delhi,Mauriflex,8,auditor is nice+auditors are very knowledgeable+auditing tendencies are well organized
Feb-17,Food,Delhi,Krushirath Farm,8,Excellent Services + Highly informative and value addition
Feb-17,Food,Delhi,Kalyan Exports,8,Have been associated with Intertek certifications for last 3 yrs + suggestions given by certification team are highly informative & valuable
Feb-17,Food,Delhi,Max Specialities,8,Transparent system and non biased working methodology
Feb-17,Food,Delhi,Sharath Industries,8,Extremely happy and satisfied with the services (operational +auditing)
Feb-17,Food,Delhi,Srilakshmi Cashews,8,Good services + well defined & structured method
Feb-17,Food,Hyderabad,"M/s. NANI AGRO FOODS P LTD,",8,"Improvement in delivery of reports, and communication."
Feb-17,Food,Hyderabad,Megacity Flour Mills (P) Ltd,8,"Customer said, We are happy with overall service. However, we sometimes experience a delay in test results, quotes and feedback"
Feb-17,Food,Hyderabad,VIJAYAKRISHNA SPICES PVT LTD,8,"delay in receiving the quotations, delay in reporting,"
Feb-17,Food,Hyderabad,Sresta Natural Bioproducts Pvt.Ltd (Billing: Mars International India Pvt Ltd),8,"Need to improve TAT, as accepted, 7-10working days"
Feb-17,Food,Hyderabad,Alltech Biotechnology Pvt Ltd,8,Few times we are facing problem with delay in reporting
Feb-17,Food,Hyderabad,Armon International Pvt Ltd,8,"customer cell response is very good , has to improve TAT(now maintaining TAT 4-5 days from date of registration) and it has to be improved, if it improves the customer will be in the range of promoter ."
Feb-17,Food,Hyderabad,Mane India Pvt Ltd,8,Delay in reporting
Feb-17,Food,Gurgaon," ""Oceanic Foods Pvt. Ltd """,8,"""services are Great. There's always a scope of improvement."""
Feb-17,Food,Gurgaon,"""Kancor Ingredients Ltd """,8,there's is always a scope of improvement. Communication has to repeated at times.
Feb-17,Electrical,Mumbai Chandiwali,MIRC ELECTRONICS LTD,8,Service is very good & get the report in time as per commitment date
Feb-17,Electrical,Mumbai Chandiwali,Blue Star Ltd,8,The person who interact that person do not have much idea ....every time that person asking to somebody else
Feb-17,Electrical,Mumbai Chandiwali,Blue Star Ltd,8,CB report get delayed by 1 week to 10 days other than this service is good.
Feb-17,Electrical,Delhi,LG Electronics India Pvt. Ltd,8,No remark given by customer
Feb-17,Electrical,Delhi,WIPRO ENTERPRISES PVT LTD,8,Intertek takes too long to issue a quote and testing time is also longer than other Labs.
Feb-17,Electrical,Delhi,Classic Industrial Products Pvt. Ltd.,8,No remarks given by customer
Feb-17,Electrical,Delhi,Philips Lighting India Ltd,8,"Everything is good and perfect, only sometimes there were delays in report. Since no body is perfect,so did not give 10 score. Otherwise, happy with services ."
Feb-17,Electrical,Delhi,S A Brass,8,"Everything is perfect, services are good ans so is the cooperation. Deducted 2 marks because the final report has not been issued yet."
Feb-17,Electrical,Delhi,TEFKOT CABLE COMPANY,8,Intertek services are good & person who came for Inspection are technically sound good. Customer experienced cost is slightly high
Feb-17,Electrical,Delhi, IFB Industries Ltd,8,"Customer dealing with Intertek since long, expected complete raw data of test results"
Feb-17,Electrical,Delhi,SYSKA LED LIGHTS PRIVATE LIMITED,8,Intertek services are good .Overall Happy
Feb-17,IS,Delhi,Koso India Pvt. Limited,8,"Intertek inspectors regularly visit to our works on the behalf of our various overseas customers, we observed good support from Mumbai office Operation Head for scheduling the inspections.During the execution of our various order we have decided to use Intertek as a TPI services for our other project also."
Feb-17,BA,Mumbai Central Road,Desarch PentaclePvt Ltd- (EDA Australasia India Pvt Ltd),8,"The only problem is that it was 1 manday audit, so the auditors are not going in detail. They are doing randomly. Rest everything is okay."
Feb-17,SL,Tirupur,Royal Classic Knits,8,On time test reports but hard copies getting delayed.
Feb-17,SL,Tirupur,Karur Sree Rama Trading Private Limited,8,"Good, No issues"
Feb-17,SL,Tirupur,Loocust Incorp,8,Good service but our lab has not accreditated for Mothercare customer so doing with some other lab.
Feb-17,SL,Tirupur,Geethalaya Exports,8,No issues  
Feb-17,SL,Tirupur,Maxf,8,Good service   
Feb-17,SL,Tirupur,RBR Garments Pvt Ltd,8,Very honest / good support on schedules.
Feb-17,SL,Mumbai,Rohan Dyes & Intermediates Ltd.,8,Services no issue certain delay observed for analytical test report from Bengaluru location
Feb-17,SL,Mumbai,Bharat Vijay Mills,8,"Services are goo ,expects more understanding on certain technical aspects in order to match the results with their in-house lab reports."
Feb-17,SL,Mumbai, Adiba Fashion,8,"Services no issue,only had problem in old pending invoices,suggested to resolve the issue by visiting personally by accounts team.Rest all satisfactory- customer coordinator found to be cooperative."
Feb-17,SL,Mumbai,MAHI EXPORTS,8,Testing period required to be improved.
Feb-17,SL,Mumbai,Swan Energy Ltd.,8,"Services are good, but shared concerned on analytical report ,for which results were not matching when tested with competitor lab.However on details conversation able reason out the difference in method testing has resulted in variation of the result.At end assured to be with Intertek and satisfied with explanation."
Feb-17,SL,Gurgaon,Afflatus International,8,happy with services.
Feb-17,SL,Gurgaon, Taurus Home Furnishings ltd,8,Absolutely happy
Feb-17,SL,Gurgaon,The choice fashion,8,happy with services.
Feb-17,SL,Gurgaon, Mudra International,8,Everything is fine now. Earlier there were issues.
Feb-17,SL,Gurgaon,Nagesh Knit & Weave,8,Recently started working. Service is good
Feb-17,SL,Gurgaon,Pantaloons,8,happy with services.
Feb-17,SL,Gurgaon,Nahar Spinning mills,8,services are good. Satisfied
Feb-17,SL,Gurgaon,Smag Retail,8,"1st time working with Intertek. Happy but results are too rigid, Standards / Parameters are very high. Testing methods should be easy."
Feb-17,SL,Gurgaon,Jiva design pvt ltd,8,No issues
Feb-17,SL,Gurgaon,Hand Fab Living,8,Happy
Feb-17,SL,Gurgaon,Transworld Shoe,8,No problem with services
Feb-17,SL,Gurgaon,Gupta Overseas,8,"Good services. For chemical - 10/10, for phsical- 8/10. Overall - 8"
Feb-17,HL,Gurgaon,Comet Handicrafts,8,Service is very well. Only Concern is details are not provided to the vendor if the product fails . IN BV they provide proper details and cause of failure which helps vendor to make improvements in the product before sending for Re-test.
Feb-17,HL,Gurgaon,SUNRISE HANDICRAFTS,8,Happy with services. No Problem.
Feb-17,HL,Gurgaon,Prashant Enterprises,8,"Very good service . But try to find small defects during inspections which can be ignored . If this can be improved or controlled , there are no other complaints"
Feb-17,GTS,Mumbai,PACHARIA EXPORTS PVT. LTD.,8,We have no complaints
Feb-17,GTS,Mumbai,NATIONAL CONTRACTING CO LTD,8,"Intertek is not performing work for all countries, and thus we have to use multiple service providers"
Feb-17,GTS,Mumbai,MRF LIMITED,8,We have no complaints regarding the service
Feb-17,GTS,Mumbai,RAVIRAJ PLASTICS PVT. LTD.,8,"Intertek service is good. However, there should be a local office in Rajkot"
Feb-17,GTS,Mumbai,PREM GRANITES & MARBLE,8,"We are satisfied with the services, but there is always margin for improvement."
Feb-17,GTS,Mumbai,LEXUS GRANITO (INDIA)PVT LTD,8,"Email coordination takes time, and responses are sometimes delay by 2-3 days."
Feb-17,GTS,Mumbai,KSC ENGINEERS PVT. LTD.,8,"Services have improved since the last call. Sometimes, we are not informed of documentary requirements in a timely manner after the inspection takes place. We are informed at the last minute at the time of CoC issue."
Feb-17,GTS,Mumbai,KING EMPIRE GROUP LIMITED,8,Good service. Speed of responses can be improved.
Mar-17,SL,Tirupur,Zeal Creations,7,Generally price is high otherwise good
Mar-17,SL,Tirupur,Thangamman Fashions,7,Reports Delayed [3-4 days] / Accepting that we are providing incorrect details in TRF while submitting the sample but still you taking too long for reconfirming that information.
Mar-17,SL,Tirupur,Petexx India,7,"We are importers, our suppliers reports are holding for payment. At least reports can be released for us"
Mar-17,SL,Gurgaon,RK & Co,7,Happy with services.
Mar-17,SL,Gurgaon,INDOTAN,7,Happy with services. Need more fast service . Rest all ok.
Mar-17,SL,Gurgaon,Jiva design,7,Not happy with services. Always have to send reminders for the reports. Delay in reports. Due to additional samples if report due dates are revised still client has to chase for the report. There are small errors also in the reports for e.g - gsm etc for which report gets revised but this is rare case.
Mar-17,SL,Gurgaon,Super House Ltd shoe Division,7,Happy . No problems currently .
Mar-17,SL,Gurgaon,I A Leather (i) P Ltd,7,Not very happy . Facing issues for Primark buyer regarding protocols /testing requirements . For other customers services are good .
Mar-17,SL,Mumbai,BSL LIMITED /RAJASTHAN,7,Testing lead time required to be improved.
Mar-17,C & P,Mumbai,Suven life sciences,7,"customer is happy with service, TAT and having one issue with report. Signed Report was not received along with invoice copy . As this is first time sample received after long time, customer is not able to evaluate about Intertek service"
Mar-17,BA,Mumbai,Capious Roadtech Pvt. Ltd.,7,Audit is OK but we are not much happy with auditors. Because your auditors are fault finder but not suggesting any ideas how to close the same. We have 3-4 Nc's. And report also pending from your end. If you can clarify our doubt regarding the ISO that will be very helpful to us.
Mar-17,BA,Delhi,Gopal Minerals,7,"I am not very much satisfied with Intertek. Auditors should create the friendly atmosphere. Everything cant be maintained, so they should be little lenient. Lot of little things should be neglected. They pressurize us"
Mar-17,Food,Hyderabad,Sri Rama Modern & Para Boiled Rice Mill,7,"Initially we are bothered about the person to whom we contact, now it is fine, need to improve invoice in time whenever we sent the request."
Mar-17,Food,Hyderabad,APEX FROZEN FOODS PVT LTD,7,"Issues in invoices, delay in reporting."
Mar-17,Food,Hyderabad,Genome Laboratory,7,"delay in coordinating things, now the things moving little bit faster, need imporvement."
Mar-17,Food,Hyderabad,Mane India,7,"communicating good, but delay in reporting and invoices."
Mar-17,Food,Hyderabad,Uniloid Biosciences,7,"Initially faced problem with TAT, later it was improved."
Mar-17,Food,Hyderabad,Ab Mauri India Private Ltd,7,"facing problem with invoices, not receiving in time now also some invoices are pending"
Mar-17,Food,Hyderabad,JC Biotech Pvt Ltd,7,"Loyal customer from 4-5 years, but 2 months back we have faced problem with TAT, and analytical results and now situation was improved, coordination also good and need to improve TAT to 4 days"
Mar-17,Food,Gurgaon,"""Drupe Foods India Pvt Ltd """,7,At times there's a slight delay in sampling. Everything has been good so far.
Mar-17,HL ,Gurgaon,Green Fingers Pvt Ltd,7,There are issues in coordination as well as payments like Client make calls several times due to 'no picking up of calls' . Vendor sends repeated mails of their payment details and this affects report delays and eventually shipment gets delay . All over service is Ok .
Mar-17,HL ,Gurgaon,Dileep Industries,7,"Happy with services. Prices are not competitive . 200,000 INR business is transfered to another LAB "
Mar-17,Electrical,Mumbai,WAAREE ENERGIES PVT LTD SURAT,7,Response time need to improve.
Mar-17,Electrical,Delhi,ORIENT ELECTRICALS (a division of Orient Paper & Industries Ltd.),7,Customer disappointed over Intertek to disavow after giving hope for Product registration for Egypt that it can not be done . And date of confirmation for Inspection not defined/conveyed on time.
